X,Y,Name,description,gx_media_links
80.371513,9.108199,"A9 Road	132229	Kalai Net Café 	Anantha Puram,Kilinochchi","A9 Road	132229	Kalai Net Café 	Anantha Puram,Kilinochchi",
80.650291,9.153324,"Oddisuddan	128088	Sivasakthi Fancy House	Oddusuddan Junction, Oddusuddan.","Oddisuddan	128088	Sivasakthi Fancy House	Oddusuddan Junction, Oddusuddan.",
80.814013,9.269078,"Pratheeban	Mullaitheevu	122203	Royal Communication	Mullaipadinam ,Mullithivu.","Pratheeban	Mullaitheevu	122203	Royal Communication	Mullaipadinam ,Mullithivu.",
80.790024,9.237332,"Mullaitheevu	121877	N Communication	Thanneer Uttu,Mulliiavalai.","Mullaitheevu	121877	N Communication	Thanneer Uttu,Mulliiavalai.",
80.800323,9.228352,"Mullaitheevu	126167	Rajish Phone Shop	Thanneer Uttu,Mulliiavalai.","Mullaitheevu	126167	Rajish Phone Shop	Thanneer Uttu,Mulliiavalai.",
80.762215,9.217338,"Mullaitheevu	122175	Ganesha Tex	Mullaipadinam ,Mullithivu.","Mullaitheevu	122175	Ganesha Tex	Mullaipadinam ,Mullithivu.",
80.812683,9.255969,"Mullaitheevu	180556	Stand up institute	Main Street,Mullaitivu.","Mullaitheevu	180556	Stand up institute	Main Street,Mullaitivu.",
80.402369,9.127902,"Akkarayan	180723	Krishna Studio 	vannivilankulam","Akkarayan	180723	Krishna Studio 	vannivilankulam",
80.101919,9.332372,"Akkarayan	198870	Valaippadu Mega Shop	Valaippadu west veravil kIranchi","Akkarayan	198870	Valaippadu Mega Shop	Valaippadu west veravil kIranchi",
80.25959,9.316619,"Mulangawil	122243	Luxmi Multi Shop	Mulangavil Rd,Anaivilunthankulam.","Mulangawil	122243	Luxmi Multi Shop	Mulangavil Rd,Anaivilunthankulam.",
80.134277,9.233011,"Mulangawil	122272	Siva Phone Shop	Mannar Rd,Mulangavil.","Mulangawil	122272	Siva Phone Shop	Mannar Rd,Mulangavil.",
80.313148,9.130572,"Mallavi	179807	Thishan Multy Shop	PuthuVattuwan","Mallavi	179807	Thishan Multy Shop	PuthuVattuwan",
80.213885,9.505466,"Poonagari	121688	Mobile .com	Vadiyady,Poonagari","Poonagari	121688	Mobile .com	Vadiyady,Poonagari",
80.212791,9.503667,"Poonagari	121685	Thivishan Hardwera	Vadiyady,Poonagari","Poonagari	121685	Thivishan Hardwera	Vadiyady,Poonagari",
80.546865,9.386742,"Visuwamadu	121955	Nisha Art Book Shop	Vishvamadu Town.","Visuwamadu	121955	Nisha Art Book Shop	Vishvamadu Town.",
80.557594,9.375564,"Visuwamadu	189738	Sajeny Video Centre	Red bana junction ,visuvamadu","Visuwamadu	189738	Sajeny Video Centre	Red bana junction ,visuvamadu",
80.411682,9.432467,"Paranthan	126165	Javisana Book Shop	Main Street,Paranthan.","Paranthan	126165	Javisana Book Shop	Main Street,Paranthan.",
80.407219,9.453126,"Paranthan	179613	Tharuna Digital 	Main Street,Paranthan.","Paranthan	179613	Tharuna Digital 	Main Street,Paranthan.",
80.331259,9.608197,"Palai	163327	Mohan Book Shop	A-9 Road Pallai","Palai	163327	Mohan Book Shop	A-9 Road Pallai",
80.48172,9.404355,"Vattakachchi	137609	Nivethika Comminucation	Vaddakkachchi .Kilinochchi.","Vattakachchi	137609	Nivethika Comminucation	Vaddakkachchi .Kilinochchi.",
81.274109,8.451997,"Alagosuntharam Jeewa	A R Communication	Centel College rd, Chanaiyaoor 05 Muthur","Alagosuntharam Jeewa A R Communication Centel College rd, Chanaiyaoor 05 Muthur",
79.733276,9.091249,"N.Sathees	N/A	Beach rd Mannar","N.Sathees	N/A	Beach rd Mannar",
79.914551,8.985462,"R.Mriyathaths	DETAHOME SYSTUM	Sinnakkadai	776688260	Mannar","R.Mriyathaths	DETAHOME SYSTUM	Sinnakkadai	776688260	Mannar",
79.959869,8.909493,"R.Tyavarnjan	SRI NANTHINI MOBILE SHOP	Grand Bazzar","R.Tyavarnjan	SRI NANTHINI MOBILE SHOP	Grand Bazzar",
79.996262,8.888464,"K.Pathma Ruban	Somu Stores	Eluthoor Mannar","K.Pathma Ruban	Somu Stores	Eluthoor Mannar",
79.938583,8.872521,"F.A.Nelson	SHAN ENTERPRISES	Email Nagar Mannar","F.A.Nelson	SHAN ENTERPRISES	Email Nagar Mannar",
79.866829,8.9936,"M.S.S.A.Kader	Bahrain Tex","M.S.S.A.Kader	Bahrain Tex",
79.839706,9.079722,"A Thiyones	ST. Jones Stores","A Thiyones	ST. Jones Stores",
80.222168,8.847079,"AHM Jasool	N/E	Adampan","AHM Jasool	N/E	Adampan",
80.098572,8.779225,"C.Romal Piris	Shanthi CD Home	Shanthi CD Home","C.Romal Piris	Shanthi CD Home	Shanthi CD Home",
80.180969,8.733077,"V Ajith 	Jearse Stores	Sheya Store","V Ajith 	Jearse Stores	Sheya Store",
80.040894,8.822653,"ASM Rasathi	ACAS & Sons	ACAS Sons Potukudiruppuwa","ASM Rasathi	ACAS & Sons	ACAS Sons Potukudiruppuwa",
79.782715,9.066839,"B. Sevaneshen	Grosery	Talaimannarum","B. Sevaneshen	Grosery	Talaimannarum",
80.032654,8.771082,"S. Thiruvetri	Tea Shope	Uyalamkulam","S. Thiruvetri	Tea Shope	Uyalamkulam",
80.246887,8.762938,"M.L Ssashi	ml sasi cool shop	Talaimana","M.L Ssashi	ml sasi cool shop	Talaimana",
80.488586,8.746651,"K.Senthoran	LOGA MOBILE NET	 vavuniya","K.Senthoran	LOGA MOBILE NET	 vavuniya",
80.446701,8.725612,"S Vijeruban	GUISE NET CAFÉ	UKKILANKULAM,VAVUNIYA","S Vijeruban	GUISE NET CAFÉ	UKKILANKULAM,VAVUNIYA<br>S Vijeruban	GUISE NET CAFÉ	UKKILANKULAM,VAVUNIYA",
80.505409,8.753437,"M.Srinathan'	SRI.COMM	137/1PANDARIKULAM","M.Srinathan'	SRI.COMM	137/1PANDARIKULAM",
80.514679,8.726969,"Muthaya kumar	Sureeya Comm	47 Kovilkulam","Muthaya kumar	Sureeya Comm	47 Kovilkulam",
80.447731,8.760563,"N Ravi Chandi	Vismi Mobile Shop	155,mannar road","N Ravi Chandi	Vismi Mobile Shop	155,mannar road",
80.487041,8.756491,"P Celttan	SELTON STORE	186,VEERAPURAM,VAVUNIYA","P Celttan	SELTON STORE	186,VEERAPURAM,VAVUNIYA",
80.485668,8.777529,"M.Nithiraja	JVR BOOK SHOP	120,ALADY ROAD THONIKAL","M.Nithiraja	JVR BOOK SHOP	120,ALADY ROAD THONIKAL",
80.501289,8.754286,"t.jayakumara	JEYA COMMUNICATION	Main Street,","t.jayakumara	JEYA COMMUNICATION	Main Street,",
80.487385,8.788386,"KKG nalinda	Mobile zone	1, Jufna rd Vavuniya","KKG nalinda	Mobile zone	1, Jufna rd Vavuniya",
80.472965,8.741731,"Athileepan	Euro Netcafe	Mano Rd","Athileepan	Euro Netcafe	Mano Rd",
80.498543,8.751401,"L.Sivakumar	LS Communication	324 Vavuniya","L.Sivakumar	LS Communication	324 Vavuniya",
80.525665,8.700839,"R.M.Rasan	Rafee Mobile City	Mankalam Neriyakulam","R.M.Rasan	Rafee Mobile City	Mankalam Neriyakulam",
80.521545,8.770064,"I.M.Ruban	ITN Com	2/1B Poonthadam Vauvniya","I.M.Ruban	ITN Com	2/1B Poonthadam Vauvniya",
81.101074,8.811797,"Junadeen Israth	Atthil Communication ","Junadeen Israth	Atthil Communication",
81.230164,8.583737,"A G Rismy	Gafoor Communication","A G Rismy	Gafoor Communication",
81.190338,8.579663,"M Fathima Faziya	K G R Supply","M Fathima Faziya	K G R Supply",
81.202698,8.633976,"A W Mohamed Nihal 	Nihal Stors ","A W Mohamed Nihal 	Nihal Stors",
81.187592,8.549788,"A S Rasween	Prince multi shop","A S Rasween	Prince multi shop",
81.193085,8.511761,"M U M Ramees	Royal Mobile Com","M U M Ramees	Royal Mobile Com",
81.146393,8.557936,"S Sathath	S2S Milti Shop","S Sathath	S2S Milti Shop",
81.208191,8.465581,"F M Faheer	Top Mobile Center","F M Faheer	Top Mobile Center",
81.030693,8.40547,"S.selvakumar	star communication","S.selvakumar	star communication",
81.074982,8.444526,"N.M fowmir	nasmi celuler center","N.M fowmir	nasmi celuler center",
81.076355,8.565405,"Balamurali	NnchanayarHmis","Balamurali	NnchanayarHmis",
81.162872,8.48188,"A.M.M.laheer	L.S.phone shop","A.M.M.laheer	L.S.phone shop",
81.175919,8.610894,"A.M.M.laheer	L.S.phone shop",,
81.109314,8.522626,"W.K.A Thusari	P.C.Home","W.K.A Thusari	P.C.Home",
81.238403,8.561331,"M.Y Lafeer	Ruksana communication","M.Y Lafeer	Ruksana communication",
81.180725,8.712716,"M.S.Najimi	Aman phone center","M.S.Najimi	Aman phone center",
81.144333,8.760224,"S.M.Najumudeen	Farina communiction","S.M.Najumudeen	Farina communiction",
81.110001,8.629224,"S.M.Najumudeen	Farina communiction","S.M.Najumudeen	Farina communiction",
81.118927,8.796868,"P.Mathiyalakan	mathi ","P.Mathiyalakan	mathi",
81.010437,8.35622,"J V T jayasekara	J V Communication","J V T jayasekara	J V Communication",
81.042709,8.35622,"A G M Niyas	Niyas Tailors","A G M Niyas	Niyas Tailors",
81.062965,8.34569,"S Sathath	S2S Milti Shop","S Sathath	S2S Milti Shop",
81.104507,8.426527,"Chandrani	Chamini book shop","Chandrani	Chamini book shop",
80.980911,8.326327,"I.M. Sari 	Nippon Commiunication",,
81.01284,8.344331,"Wasantha kumara 	M3 Commiunication",,
80.639133,7.362126,"roshan Daily Needs	131, Kudugala, Ambethanna","roshan Daily Needs	131, Kudugala, Ambethanna",
80.590553,7.376938,"N C Enterprises 	42,Main Street,pooja pitiya ","N C Enterprises 	42,Main Street,pooja pitiya",
80.521846,7.257498,"Majestic Food City 	627,Ilvilwatta, Kadugannawa","Majestic Food City 	627,Ilvilwatta, Kadugannawa",
80.647502,7.292873,"Royal Commiunication	149, Boowlikada ,loomagahaco towa","Royal Commiunication	149, Boowlikada ,loomagahaco towa",
80.519464,7.257008,"T.G.T Commiunication	46, Main Street, Kadugannawa","T.G.T Commiunication	46, Main Street, Kadugannawa",
80.60832,7.334205,"New Sirimal	110 c, Madawala Rd, Katugasthota ","New Sirimal	110 c, Madawala Rd, Katugasthota",
80.632739,7.613125,"Shanthi Commiunication	10, Poojapitiya Rd, Madavala ","Shanthi Commiunication	10, Poojapitiya Rd, Madavala",
80.601196,7.322287,"Raino Traders 	367/1, Vathuwala,, Katugasthota ","Raino Traders 367/1, Vathuwala,, Katugasthota",
80.674453,7.327863,"U 2 Commiunication Mobile Center 	11,Wattagama Rd,madawala Bazaar","U 2 Commiunication Mobile Center 	11,Wattagama Rd,madawala Bazaar",
80.767708,7.305942,"Mahawali Food House 	10,New Town, Teldaniya","Mahawali Food House 	10,New Town, Teldaniya",
80.64806,7.078321,"Yoga Commiunication & Grocery	495,Nuwara Eliya Rd, PussellawaYoga Commiunication & Grocery	495,Nuwara Eliya Rd, Pussellawa","Yoga Commiunication & Grocery	495,Nuwara Eliya Rd, Pussellawa",
80.755134,7.21271,"New Tilaka Traders 	Kande Junction, Unawinna ","New Tilaka Traders 	Kande Junction, Unawinna",
80.554504,7.265501,"Nawarathna Celeuler & Compiuter Systems	339, Colombo Rd, Pilimathalawa","Nawarathna Celeuler & Compiuter Systems	339, Colombo Rd, Pilimathalawa",
80.568881,7.298535,"Vista Commiunication & Compeuter  Center	320/2, Godamuduna , Muruthalawa","Vista Commiunication & Compeuter  Center	320/2, Godamuduna , Muruthalawa",
80.619907,7.365702,"Bang kok Design 	Dunuwak Rd, Akurana ","Bang kok Design 	Dunuwak Rd, Akurana",
80.59124,7.188867,"Dammika Commiunication & Celliuler Center	02, Kandy Rd, Valigalla","Dammika Commiunication & Celliuler Center	02, Kandy Rd, Valigalla",
80.661664,7.271035,"A.S.N Collection 	14/3, Main Street, Ampitiya ","A.S.N Collection 	14/3, Main Street, Ampitiya",
80.602612,7.236467,"Ranga Book Shop & Vidio Mart 	303/2, Glaha Rd, Mahakanda ,Hidagala ","Ranga Book Shop & Vidio Mart 	303/2, Glaha Rd, Mahakanda ,Hidagala",
80.605402,7.295129,"|suru Traders 	155/4, Barigama Rd,Haloluwa","|suru Traders 	155/4, Barigama Rd,Haloluwa",
80.587142,7.327991,"Sampatha Trade Center	Kurunagala rd, Nugavella","Sampatha Trade Center	Kurunagala rd, Nugavella",
80.5618,7.418985,"City Commiunication	247/2, Kandy Rd,Galhinna","City Commiunication	247/2, Kandy Rd,Galhinna",
80.682178,7.350507,"Danaja tele Shop	City Complex , Waththagama","Danaja tele Shop	City Complex , Waththagama",
80.699558,7.166343,"FawmiyaZ Commiunication	,69, Main Street, Deltota ","FawmiyaZ Commiunication	,69, Main Street, Deltota",
80.565619,7.152376,"Ruzan Commiunication	133, Nawalapitiya Rd, Gampola ","Ruzan Commiunication	133, Nawalapitiya Rd, Gampola",
80.578752,7.227612,"OrangeMobile &Commiunication	75, Kandy Rd,Daulagala","OrangeMobile &Commiunication	75, Kandy Rd,Daulagala",
80.575876,7.268183,"Divakara Multi service 	500 Colombo Rd, Kiribathkubura ","Divakara Multi service 	500 Colombo Rd, Kiribathkubura",
80.690632,7.252985,"Kalana Book Shop	02, Gurudeniya Rd, Thalathu Oya ","Kalana Book Shop 02, Gurudeniya Rd, Thalathu Oya",
80.70106,7.315178,"Regeuler Bussines 	07, Menikhinna","Regeuler Bussines 	07, Menikhinna",
80.670376,7.281167,"Clasic Commiunication	621,Junction,Naththarampotha","Clasic Commiunication 621,Junction,Naththarampotha",
80.66823,7.216627,"New RW Café & Bake 	85 ,Main Stret, Galaha","New RW Café & Bake 	85 ,Main Stret, Galaha",
80.549827,7.199341,"Star Communication	8, Rakawalpola,Velemboda","Star Communication	8, Rakawalpola,Velemboda",
80.652351,7.081558,"Best Choice 	03, Market, Pussallawa","Best Choice 	03, Market, Pussallawa",
80.687671,7.256476,"Omega Tradecenter	67, Main Street,Thalathu Oya ","Omega Tradecenter	67, Main Street,Thalathu Oya",
80.689559,7.274228,"Tray &Bray Commiunication &Book Shop	10, Gam Udawa,Kundasala ","Tray &Bray Commiunication &Book Shop	10, Gam Udawa,Kundasala",
80.585232,7.324969,"Smapath Trade Center	Kurunagala Rd, Nugawela ","Smapath Trade Center	Kurunagala Rd, Nugawela",
80.328341,7.419496,"SPK Commiunication 	41, Colombo Rd ,Pothuhara 	776127768","7.4195807, 80.3283083<br>SPK Commiunication 	41, Colombo Rd ,Pothuhara 	776127768",
80.489681,7.515651,"691250865 V	Nidula Book shop & Commiunication 	Kavisisgamuwa, Morathiha ","7.499025, 80.4879856<br>691250865 V	Nidula Book shop & Commiunication 	Kavisisgamuwa, Morathiha",
80.518155,7.450603,H.A.S Commiunication,"H.A.S Commiunication 	Ogodapola , Pihimbuwa 	779734664",
80.446272,7.432986,Sadha Lekha Studio & Commiunication ,"7.431959, 80.4475325<br>Sadha Lekha Studio & Commiunication 	51 ,Kurunagala Rd, Mawathagama 	372298717",
80.513799,7.491601,Wega Phone Shop,"School Junction , Panagemuwa	777942942",
80.2459,7.619293,Kasun Stores ,"Babaragammana ,Variyapola 	373988245",
80.327804,7.525064,R Vition Movie and Technollogie,"R Vition Movie and Technollogie	Pellandeniya ,maspotha 	773117249",
80.348854,7.499791,Chandrakantha Commiunication,"7.4998287, 80.3485482<br>Chandrakantha Commiunication	532, Puththalam Rd, Yanthampalawa ,kurunagala 	0372220348/0772967968",
80.468094,7.420049,New Al Maidan Commiunication,"New Al Maidan Commiunication 	202 kandy Rd, Paragahadeniya , Weuda	773193182",
80.448031,7.432071,"Oases cellular and repair center 	04, Samodaya Kreedangana MW,Bus Stand","7.431959, 80.4475325<br>Oases cellular and repair center 	04, Samodaya Kreedangana MW,Bus Stand, Mawathagama 	773604252",
80.479939,7.594515,"JMJ Commiunication	","7.594637, 80.4799067<br>JMJ Commiunication	Near The Pollice station ,Dambulla Rd, Gokaralla .	776616690",
80.179768,7.612359,"Discovery Computer Service 	Chilow Rd, Bandara Koswatta	773806095","7.6123488, 80.1797702<br>Discovery Computer Service 	Chilow Rd, Bandara Koswatta	773806095",
80.334327,7.476177,M.D. Bandara Book Shop ,"M.D. Bandara Book Shop 	Negambo Rd, Bamunawala , Kurunagala 	773197494",
80.387542,7.475602,Piumal Commiunication,"Piumal Commiunication	244, kandy Rd, Mallawapitiya ,Kurunagala 	372229732",
80.466506,7.417027,New Al Maidan Commiunication,"7.4167521, 80.4658087<br>New Al Maidan Commiunication 	202 kandy Rd, Paragahadeniya , Weuda	773193182",
80.48584,7.61606,Isuru Commiunication & Book Shop ,"7.616209, 80.4857647<br>Isuru Commiunication & Book Shop 	Abanpola Junction ,Malsiripura,Dambulla Rd.	775060207",
80.308235,7.545316,Sanju Commiunication & Book Shop ,"7.5454513, 80.3080791<br>Sanju Commiunication & Book Shop 	Maspotha Junction, Maspotha 	773193195",
80.50895,7.64492,Maiwela Stores ,"Maiwela Stores 	Maiwela , Malsiripura 	775962220",
80.48039,7.535254,Inpbo Tec Commiunication & Phone Shop ,"Inpbo Tec Commiunication & Phone Shop 	Kurunagala Rd, Ridigama",
80.489295,7.622334,Araliya Mobile ,"7.61901, 80.4879679<br>Araliya Mobile 	Dambulla Rd, Malsiripura 	777409333",
80.346472,7.50477,Adithya Commiunication & Grossery ,"7.5014351, 80.348081<br>Adithya Commiunication & Grossery 	02, Sahan padasa , Bamunussa , Maspotha 	772231423",
80.524035,7.372756,Lakmali Storse & Vidio Center ,"Lakmali Storse & Vidio Center 	Galagedara , Variyapola 	777756696",
80.206869,7.618527,Sampath Electricales & Electronics ,"Sampath Electricales & Electronics 	Ramba Wewa , Kankkeruwa	752440588",
80.419793,7.458177,Priyantha Stores ,"7.4606778, 80.4258657<br>Priyantha Stores 	Arampola Junction, Pothubowa ,Mawathagama 	770779975",
80.440071,7.538743,RMM Commiunication ,"7.5388383, 80.4397917<br>RMM Commiunication 	pangolla Junction, Ibbagamuwa	776004484",
80.365891,7.415368,Jaya Sri Flower Center ,"Jaya Sri Flower Center 	Gonna ,Kohila Gedara 	776551962",
80.13638,7.599683,Sun Commiunication,"Sun Commiunication	Nugawela Junction, Thuththiripitigama 	773193180",
80.393271,7.375256,Sonith Video,"Sonith Vidio	Amba sewana,Gabbala, kotawella , Rambukkana 	770779936",
80.334735,7.433943,Chanukmi Commiunication,"Chanukmi Commiunication	69,Malpitiya , Boyagana 	0373372967/0779646373",
80.130329,7.550208,A.K. Mobile & Commiunication ,"A.K. Mobile & Commiunication 	Kuliyapitiya Rd,Kadha Pola , Horombawa 	776500370",
80.213199,7.425943,Laxi Photo ,"Laxi Photo 	57 A, Negambo Rd, Narammala	778012802",
80.281777,7.619591,Liyanaga Stores,"Liyanaga Stores 	Vallagala ,Variyapola 	722642692",
80.237231,7.305899,Saman Electricals,"Saman Electricals 	44, Kappitiwalana, Allawuwa 	777828930",
79.982872,7.549017,Best Video ,"7.566667, 80.016667<br>Best Video 	Hadirawalana Junction ,wellawa 	771117976",
80.202727,7.308538,"Vimukthi Multi Shop 	","7.3079175, 80.2022316<br>Vimukthi Multi Shop 	07, Abbo pura Estate , Abbowa, Allawuwa	374990087",
80.495195,7.638795,Tharindu Mobile World ,"7.6375832, 80.5022335<br>Tharindu Mobile World 	Dambulla Rd, Malsiripura 	777762477",
80.511847,7.556887,Sandya Commiunication ,"Sandya Commiunication 	Mathale Rd, Dodamgaslanda 	772231458",
80.026281,7.46956,"GS Commiunication 	518, ","GS Commiunication 	518, Meegahakotuwa ,Kuliyapitiya 	778028002",
80.028126,7.460858,Sethsiri Book Shop,"Sethsiri Book Shop 	Delatha , kuliyapitiya 	775555424",
80.037836,7.46872,"Angelo Phone  Gate 	","Angelo Phone  Gate 	157, Main Street, kuliyapitiya 	772574678",
80.076149,7.604745,Othell,"Othell	Hiripitiya Rd, vallawa 	773807070",
80.430951,7.536913,Shehan Commiunication,"Shehan Commiunication 	Yakalla, Ibbagamuwa 	773196638",
80.029907,7.569097,S.C.S Commiunication ,"S.C.S Commiunication 	Maddagama Junction, vallawa 	776566221",
80.148697,7.599513,Nethmi Traders ,"Nethmi Traders <br><br>6/1,Kadangamuwa, Loluwagoda <br><br>773193244",
80.142131,7.35721,Dambadeni Mobile Phone Center ,"Dambadeni Mobile Phone Center 	72, main Street, Dambadeniya 	777891598",
80.134084,7.34574,Mummarana Commiunication ,"Mummara Commiunication <br>Mummarana, Dambadeniya <br>772574716",
80.155392,7.406558,S.H.R Commiunication ,"7.4170872, 80.175527<br>S.H.R Commiunication 	Panavitiya, Deekrikewa	0773193234/0374993414",
80.214229,7.304622,Dhanushka Vidio & Mobile ,"7.3, 80.216667<br>Dhanushka Vidio & Mobile 	ParamaUlla,Allawuwa	773195744",
80.404129,7.809899,Star Hub Mobile & Video,"Star Hub Mobile & Vidio	Madagalla Rd, Polpithigama 	779165785",
80.508971,8.487992,Dilruk Commiunication & Book Shop ,"Dilruk Commiunication & Book Shop 	Katugampala , Katugampala 	772603995",
80.446272,7.576839,Piumi Commiunication,"Piumi Commiunication	Thabbogamuwa , ibbagamuwa 	773801936",
80.028212,7.454858,Suresh Mobile Plaza &  Commiunication ,"Suresh Mobile Plaza &  Commiunication 	347/B,Pannala RD , Dandagamuwa , Kuliyapitiya 	0776308251/0372281482",
80.045185,7.436347,Adikari Commiunication ,"Adikari Commiunication 	Maddapalayagama , Welpalla	0372285934/0785006324",
80.082457,7.606128,Hi-Tech Commiunication ,"7.6065105, 80.0804829<br>Hi-Tech Commiunication 	Giranalana, Hettipola 	773193269",
79.966865,7.482772,Thakshila Commiunication & Book Shop ,"Thakshila Commiunication & Book Shop 	Ambawala, Walipannagahamula 	0776928993/0322256802",
80.041215,7.474687,Chandana celleuler & Commiunication ,"Chandana celleuler & Commiunication 	24, Kadapola Rd, kuliyapitiya 	0372247248/0773230225",
80.143719,7.548166,Dinidu Commiunication,"7.5480943, 80.1435068<br>Dinidu Commiunication 	Mavi Eala , Moragane 	0377924435/0772574772",
80.188029,7.53402,City Crown Celeuler,"City Crown Celeuler 	Kurunagala Rd,  katupotha 	0372247124/0770753753",
80.126209,7.655788,Isura Commiunication ,"7.6555537, 80.1262093<br>Isura Commiunication 	Nikawartiaya Rd, Kobeygana 	0372293198/0779983200",
80.03849,7.511662,Chandima Commiunication ,"Chandima Commiunication 	Karagahagedara ,kuliyapitiya 	773223521",
80.037417,7.38113,"Galeam Mobile Shop 	","Galeam Mobile Shop 	128, yakwila 	775777477",
80.304158,7.468092,Orenge Mobile ,"Orenge Mobile 	173, negambo Rd, Piduruwella 	773193192",
80.190217,7.499579,S.D.M Electronics,"S.D.M Electronics	Siyabalagaskotuwa 	0372247999/0771664422",
80.064261,7.363765,"Gift House & stores 	Hakeema Stores ","Gift House & stores 	Hakeema Stores , Bammana ,Narammana 	0777776579/374925882",
80.100718,7.605979,Rishak Commiunication ,"Rishak Commiunication 	Kottambapitiya  ,Hettipola 	0372291793/0771342342",
80.430608,7.565524,Inas Commiunication,"Inas Commiunication 	Thorakotuwa, Anukkana 	777184000",
80.080462,7.606255,"Kesara Cell Point 	","7.6065105, 80.0804829<br>Kesara Cell Point 	Bus Stand , Kurunagala Rd, Hettipola 	773193268",
80.415995,7.481623,M.T. Khan Printing Shop ,"M.T. Khan Printing Shop 	55/D,Katupotha Rd, Pahamune 	771112423",
79.983387,7.483495,Samarika Commiunication ,"Samarika Commiunication 	Naththandiya Rd, Udubaddawa 	775171616",
80.123355,7.46039,Sandeepani Commiunication ,"7.4605589, 80.1233205<br>Sandeepani Commiunication 	Barigoda , Nakkatanna 	372286299",
80.034177,7.372341,Wade eye  Commiunication ,"Wayid eye  Commiunication 	Thalammahara , Pannala 	773193296",
80.141659,7.512428,Pradeep Commiunication ,"7.5132617, 80.1416802<br>Pradeep Commiunication 	Kirimatiyawa , Kirimatiyawa 	375620736",
79.950964,7.453241,Prathiba Technology ,"7.4534759, 79.9520758<br>Prathiba Technology 	Madampe Rd, Udubaddawa 	773364673",
80.103722,7.478645,Ruwan Commiunication,"Ruwan Commiunication 	Kithalawa, Kithalawa	776338689",
79.969804,7.568587,Darshani Commiunication,"7.566667, 79.966667<br>Darshani Commiunication	Ihala Kadigamuwa 	773676898",
80.430222,7.319158,"Asiri Commiunication 	Kadigamuwa","Asiri Commiunication 	Kadigamuwa, Ihala Kadigamuwa 	778040161",
80.591326,6.897989,Millenium Commiunication,"Millenium Commiunication	36 A, Bus Stand ,Hatton 	0513701690/0777747372",
80.494981,6.988814,Marlie Agency,"6.988904, 80.4948118<br>Marlie Agency	08,Hatton  Rd, Ginigathhena 	778705767",
80.408742,6.99778,"Ranmeth Cellular	","6.9978652, 80.4087317<br>Ranmeth Cellular	Main Street, Kithulgala 	0367913887/0773197952",
80.521288,6.913646,K.P.N Commiunication ,"K.P.N Commiunication 	07, Nortonbridge,	0512232204/0512232266",
80.539613,6.94334,Akmeemara Commiunication,"6.9434487, 80.539484<br>Akmeemara Commiunication 	78,Hatton Rd, Watawala 	773194564",
80.62495,6.939378,UGP Stores ,"6.9415498, 80.6269508<br>UGP Stores 	Gagarapitiya, Hatton 	513500663",
80.796204,7.112987,Lakmini Stores ,"Lakmini Stores 	36/3,Yatiberiya Pitawala ,Nawalapitiya 	0362287633/0775234104",
80.602891,6.890192,Pawan Commiunication ,"Pawan Commiunication 	Sellipigama, Ambagamuwa , Udabulathgama	0512051336/0714298359",
80.686469,6.927364,Balakrishnan Stores,"6.9268475, 80.6858468<br>Balakrishnan Stores	21, Meraya Bazzar, Lindulla	517911321",
80.694795,6.93303,Saraswathi Hotel,"Saraswathi Hotel	46, Walaha Bazzar, Lindulla	522258897",
80.767472,6.973457,Prasadi Communication,"Prasadi Communication	4, Post office Rd, Udapussallawa	522269365",
80.610509,6.880286,"Paramesweri Stores	2, Billin Bodhi Bazzar","Paramesweri Stores	2, Billin Bodhi Bazzar, Dickoya	513516577",
81.41264,6.966642,SMS Communication,"6.9632058, 81.4211302<br>SMS Communication	47/B, Rositta Bazzar, Kottagala	512244238",
80.648897,6.960209,Sudagar Tailors,"Sudagar Tailors	Wattagoda	513517400",
81.403155,6.966599,ABC Communication,"ABC Communication	143, Main St, Kottagala	512244101",
80.600338,6.878412,"Muslim Strose	Shawnon Estate, Hatton	512222044","Muslim Strose	Shawnon Estate, Hatton	512222044",
80.613642,6.836954,"Veevus Video & Communication	","Veevus Video & Communication	69, Main st, Noorwod	512240074",
80.99649,7.917283,Kalipi IT Solutions ,"Kalipi IT Solutions 	21, Swarna Jayanthi Mw,New Town ,Pollonnaruwa	777360344",
81.112361,7.908463,The Phone Arcade & Sussex Video ,"The Phone Arcade & Sussex Vidio 	07, Main Street,Kaduruvela ,Polonnaruwa	777349654",
81.004944,7.927081,"Lakpriya Stores 	485/1,Paththini Padasagala,2 ela, ","Lakpriya Stores 	485/1,Paththini Padasagala,2 ela, Polonnaruwa	714456877",
81.183965,7.921938,"Sharp Commiunication	16,Sevana Pitiya ,Polonnaruwa	771109046","Sharp Commiunication	16,Sevana Pitiya ,Polonnaruwa	771109046",
81.079102,8.038153,Micro Tech Commiunication,"Micro Tech Commiunication	BOP -400,Pulasthigama, Polonnaruwa	773801076",
81.184587,7.781113,Keerthi Stores,"Keerthi Stores	Keerthi Stores, Aralaganvila 	778474553",
81.017733,7.727407,S.B.S.K Book Shop,"S.B.S.K Book Shop	14, New Town, Siri Pura 	773804391",
81.008205,7.915753,Priyanka Stores,"Priyanka Stores	Priyanka Stores, new Town, Plonnaruwa	773804370",
80.753031,8.041043,Kalyani Commiunication,"Kalyani Commiunication	Kalyani Commiunication, Habarana 	773884252",
80.68428,8.072742,Shahan Center,"Shahan Center	Habarana Rd, Palugaswawa	772223771",
